"id","k","c1","c2","lt","unitVolume","initialStock"
36867,22.08,8.79,364.84,5,1.6487,386
36868,13.86,6.49,98.58,9,3.5648,125
36869,1.78,10.3,177.97,3,8.9845,41
36870,10.09,7.6,30.91,4,2.9734,105
36871,1.43,9.42,243.27,4,20.3709,29
36872,5.39,9.98,118.99,4,0.9062,86
36873,43.96,5.6,66.38,8,0.322,305
36874,10.95,5.7,267.28,5,0.3904,393
36875,13.6,11.16,278.5,6,2.4738,158
36876,16.23,11.73,98.66,5,2.4818,257
36877,8.16,12.19,161.49,6,2.4409,139
36878,2.3,8.43,812.69,4,23.4991,36
36879,12.03,12.75,583.67,5,1.2284,294
36880,8.21,13.15,265,6,3.8764,133
36881,10.06,5.83,449.8,8,4.3717,200
36882,10.88,11.06,388.77,6,1.1087,101
36883,2.6,1.95,10.06,3,3.0692,191
36884,9.6,13.02,143.98,4,9.261,102
36885,3.19,9.44,141.53,4,18.3518,41
36886,11.68,5.44,161.2,5,4.6118,110
36887,46.73,13.37,684.52,4,0.6361,685
36888,17.59,6.88,229.84,5,0.7101,199
36889,1.86,2.79,107.46,3,0.3374,57
36890,18.96,9.64,416.07,4,2.2696,224
36891,34.27,12.16,287.19,9,2.5499,165
36892,4.72,10.82,630.5,3,7.385,50
36893,23.07,8.94,428.1,5,1.9313,332
36894,8.54,3.72,191.25,6,1.4158,379
36895,3.43,6.92,423.42,4,1.6557,126
36896,9.08,11.43,455.44,3,5.7099,133
36897,0.41,1.8,12.69,4,1.2545,32
36898,0.3,2.35,70.38,4,15.7674,11
36899,13.82,5.85,443.6,4,2.0748,408
36900,29.41,13.91,497.41,4,0.2238,459
36901,0.78,1.14,66.23,5,4.5358,111
36902,8.35,4.63,413.61,3,0.9289,257
36903,15.22,5.66,407.26,4,0.075,300
36904,1.52,6.34,206.6,5,22.633,29
36905,0.58,2.09,69.47,3,12.9653,14
36906,55.75,13.33,701.42,7,2.9458,203
36907,0.95,2.38,95.65,3,0.396,28
36908,46.56,6.87,676.91,7,0.7355,623
36909,2.69,1.41,23.88,3,3.1046,229
36910,0.69,2.19,155.52,5,2.0834,62
36911,25.49,7.15,691.17,8,4.8085,86
36912,0.87,3.04,292.24,4,20.285,49
36913,11.12,11.88,727.18,5,5.6778,169
36914,33.4,8.56,168.09,12,0.5556,338
36915,13.58,1.63,17.69,9,3.021,361
36916,2.63,4.42,420.52,3,8.2351,70
36917,1.1,1.48,138.99,5,6.3688,161
36918,2.97,11.89,632.67,6,20.3806,16
36919,26.77,8.82,728.78,5,1.4458,157
36920,2.68,12.99,1203.89,3,3.4648,28
36921,1.23,2.45,29.32,6,20.5033,64
36922,3.22,1.63,132.86,4,3.3348,200
36923,20.93,13.52,1103.15,6,0.1925,142
36924,7.63,5.07,137.53,4,0.1563,103
36925,71.39,10.75,678.42,5,1.6667,388
36926,25.5,4.22,268.08,8,1.0246,254
36927,29.83,11.86,676.16,5,0.6464,396
36928,88.21,13.37,1296.73,7,1.2519,262
36929,3.8,1.88,91.94,5,2.4652,323
36930,1.72,2,108.03,2,5.022,117
36931,4.06,2.1,73.39,3,0.5237,149
36932,47.49,11.75,830.27,8,0.6899,256
36933,4.23,3.25,69.55,4,4.067,207
36934,56.93,3.47,98.92,14,0.6085,782
36935,34.69,6.4,552.57,8,0.5311,874
36936,2.12,9.61,110.62,6,27.8843,11
36937,23.69,8.71,704.84,3,2.1213,337
36938,10.55,12.81,867.87,4,2.9743,61
36939,6.31,7.31,213.01,3,1.5146,296
36940,78.29,10.33,339.02,6,1.4159,481
36941,17.19,6.01,511.51,4,0.1994,258
36942,3.95,10.19,48.92,4,12.5651,50
36943,6.82,11.06,233.21,5,2.8511,67
36944,34.94,6.9,554.22,6,1.2794,405
36945,6.65,6.78,121.53,4,2.8598,125
36946,20.34,12.71,357.65,6,1.951,323
36947,21.77,11.09,864.28,4,2.9453,333
36948,3.52,2.26,10.56,7,4.0519,143
36949,5.77,8.88,328.02,4,4.6524,38
36950,3.93,6.99,574.38,5,1.0912,78
36951,7.8,10.77,964.71,5,2.0258,56
36952,2.42,10.87,89.18,3,21.5765,55
36953,5.26,11.96,1182.5,3,5.3523,45
36954,8.61,3.51,311.97,7,3.0145,187
36955,4.49,6.67,583.41,4,6.9794,159
36956,10.09,8.11,575.29,3,0.4565,104
36957,14.47,10.66,230.61,5,2.0344,237
36958,32.33,6.81,148.44,5,2.3833,403
36959,2.47,3.4,32.05,5,3.5697,159
36960,11.24,9.67,500.64,3,2.8283,116
36961,1.15,6.82,88.83,4,5.0626,13
36962,5.53,3.46,30.71,8,0.2561,118
36963,119.97,9.15,793.07,11,1.767,304
36964,3.86,10.56,697.29,4,1.0192,62
36965,4.76,4.15,333.54,4,0.3423,80
36966,24.44,9.59,116.86,6,1.4522,163
36967,5.08,3.41,74.46,4,3.2052,260
36968,28.62,13.74,937.9,6,4.4806,264
36969,14.17,7.41,301.98,6,1.4924,124
36970,10.23,3.48,37.32,6,0.1297,290
36971,1.86,12.52,131.67,5,36.9123,22
36972,26.83,2.37,109.26,10,1.3871,768
36973,200.89,8.39,378.02,10,0.5818,594
36974,30.06,8.75,223.4,7,2.0567,167
36975,41.56,9.29,906.23,8,1.429,253
36976,13.85,12.61,1238.52,3,7.331,209
36977,8.97,3.44,21.76,4,1.9096,166
36978,15.29,12.48,119.21,4,0.3346,253
36979,12,5.83,67.87,4,1.8708,315
36980,11.85,12.26,356,3,3.9395,151
36981,4.46,11.54,183.57,3,9.0892,67
36982,7.15,7.17,410.09,8,6.3715,31
36983,3.9,1.65,13.41,5,1.1739,382
36984,10.86,4.62,23,5,0.8918,278
36985,5.33,2.88,211.56,4,0.5606,247
36986,6.01,4.73,87.05,7,4.4351,56
36987,1.99,1.55,47.62,4,8.6607,132
36988,44.38,11.85,57.19,10,0.7859,121
36989,18.71,4.64,109.45,6,0.5937,326
36990,12.67,9.05,320.79,5,2.9798,95
36991,12.24,1.07,55.95,8,0.0286,470
36992,3.01,11.36,1127.02,4,5.8607,26
36993,2.06,7.22,552.5,5,10.3582,50
36994,13.89,4.58,434.5,3,2.2979,359
36995,95.06,9.42,535.77,6,0.5158,597
36996,16.29,8.6,270.49,4,2.5825,274
36997,5.49,7.64,66.88,6,5.2251,109
36998,0.99,3.65,162.06,4,10.3649,41
36999,3.85,8.64,557.27,4,13.611,34
37000,0.74,1.03,82.18,3,4.7089,88
37001,2.82,1.94,115.28,3,1.3622,117
37002,4.29,2.27,40.22,3,0.3927,287
37003,3.44,1.35,20.62,5,2.9877,340
37004,8.84,9.45,514.6,4,2.603,149
37005,3.6,6.97,410.15,5,7.6083,71
37006,27.22,13.97,744.47,6,0.8626,220
37007,55.31,9.01,769.3,9,0.3762,472
37008,73.34,12.25,452.27,7,1.3175,298
37009,12.25,13.38,734.75,5,4.4461,175
37010,19.74,2.58,19.8,9,0.7719,634
37011,10.87,9.95,74.09,3,7.3469,44
37012,2.78,2.95,108.48,5,2.2549,150
37013,3.3,2.21,214.64,6,2.3009,202
37014,43.66,8.37,155.92,6,0.2842,376
37015,17.08,13.05,66.32,3,0.3822,67
37016,6.73,12.59,67.02,5,2.7437,88
37017,13.41,10.17,765.57,4,1.5959,194
37018,4.38,7.29,309.32,3,11.8159,32
37019,14.69,1.88,49.82,10,2.6229,375
37020,23.92,1.28,35.68,14,0.2327,1952
37021,4.51,2.88,202.96,4,2.6617,161
37022,25.85,5.26,518.26,8,1.4525,516
37023,25.32,7.54,161.27,5,2.586,303
37024,6.26,9.42,609.73,5,4.1192,167
37025,3.89,1.71,11.44,5,0.6589,511
37026,5.02,4.97,165.91,2,4.215,206
37027,2.27,4.78,112.69,4,8.4353,47
37028,1.88,4.16,397.61,5,10.5873,106
37029,13.6,12.6,169.54,4,3.5313,172
37030,4.93,3.11,134.53,5,1.591,262
37031,4.37,11.5,398.35,4,2.033,60
37032,107.22,8.46,116.78,9,1.8858,462
37033,7.95,10.88,111.95,4,7.7899,44
37034,4.23,2.12,10.64,6,0.6913,385
37035,16.69,9.45,712.84,4,1.6357,313
37036,19.01,9.58,533.96,4,0.2118,350
37037,5.56,4.78,149.89,10,19.4166,23
37038,30.3,13.88,987.68,4,1.4978,482
37039,20.44,2.56,24.92,10,2.9312,222
37040,8.55,5.49,117.99,4,2.5052,367
37041,2.45,1.34,127.09,4,0.8458,345
37042,10.56,11.67,522.72,3,1.507,99
37043,5,6.1,110.62,5,0.2413,61
37044,1.14,1.17,31.81,6,2.1781,120
37045,29.2,13.32,60.33,5,0.8995,159
37046,40.93,4.19,28.11,6,1.6238,426
37047,1.58,4.97,77.54,4,4.6878,58
37048,16.03,7.75,435.95,4,1.9565,225
37049,12.49,7.56,524.93,5,3.6184,72
37050,4.2,2.95,29.59,6,2.745,136
37051,57.98,10.38,69.76,6,1.7268,175
37052,37.08,13.28,547.8,4,1.2076,253
37053,11.79,11.39,324.95,4,2.9305,153
37054,3.49,1.2,30.45,10,0.1281,217
37055,10.24,13.72,431.02,6,3.5391,53
37056,12.62,10.12,315.25,4,1.3808,244
37057,12.39,9.63,327.58,4,3.4794,222
37058,0.4,2.78,36.2,6,24.8732,37
37059,3.52,4.73,33.08,4,6.5685,48
37060,15.22,12.6,128.67,6,0.3661,307
37061,26.84,11.3,120.41,5,2.51,374
37062,27.15,11.7,836.52,3,1.3291,133
37063,8.74,4.73,273.4,6,1.7844,177
37064,7.44,3.37,225.27,5,1.8428,329
37065,16.21,3.68,121.48,10,1.1818,702
37066,8.63,12.69,722.31,4,9.2308,104
37067,16.94,9.23,78.69,6,2.2654,247
37068,4.26,7.86,153.24,3,6.8444,128
37069,4.11,5.44,189.32,5,7.0871,64
37070,14.34,5.2,430.2,5,2.0735,546
37071,7.55,6.42,62.13,6,1.3167,161
37072,2.91,13.4,697.05,4,3.9023,68
37073,19.13,8.21,182.68,5,1.7493,226
37074,51.94,8.54,159.39,6,2.988,490
37075,10.13,12.49,1204.43,4,1.0852,152
37076,13.28,10.73,46.21,5,2.8266,116
37077,11.12,9.73,167.08,9,0.2361,115
37078,14.02,9.25,696.34,4,1.9883,222
37079,44.63,2.82,57.27,17,0.5996,1522
37080,78.27,12.56,136.89,8,0.1593,436
37081,74.52,8.01,409.38,10,0.6311,322
37082,9.61,7.23,330,6,2.3543,399
37083,19.18,12.54,105.08,3,6.1918,141
37084,23.67,11.49,635.97,4,2.1691,322
37085,1.52,1.8,29.85,3,6.0915,65
37086,5.39,4.44,176.43,4,0.0842,260
37087,7.69,9.28,140.74,4,0.8474,96
37088,19.21,13.87,1101.33,4,3.4359,186
37089,8.95,5.87,103.06,5,2.3288,263
37090,13.25,2.24,171.28,9,1.4616,374
37091,0.98,1.98,128.3,6,9.0723,76
37092,15.67,11.13,876.5,6,0.8112,185
37093,12.58,5.44,41.21,8,7.3465,85
37094,18.16,8.86,292.62,5,1.4127,157
37095,3.71,8.72,844.72,6,9.3198,64
37096,23.91,10.46,994,6,1.5369,303
37097,16.02,1.94,88.19,16,0.8848,558
37098,16.13,11.23,174.52,6,3.6397,258
37099,69.88,11.48,124.53,6,0.9009,241
37100,2.99,5.29,133.77,3,1.8055,120
37101,52.73,10.08,88.66,7,1.1407,291
37102,2.24,6.09,583.75,4,4.2952,93
37103,11.16,13.54,65.72,5,1.3689,173
37104,9.41,12.01,817.79,3,10.5692,139
37105,18.81,10.8,612.96,5,2.3567,210
37106,86.17,5.37,186.74,11,0.2405,329
37107,6,10.29,293.46,5,0.3711,152
37108,4.13,3.41,91.18,6,1.6453,204
37109,5.43,10.57,452.72,5,5.6923,91
37110,18.84,3.56,135.3,5,2.2977,521
37111,3.56,9.67,355.98,5,11.0132,49
37112,5.78,4.05,55.01,3,1.6101,151
37113,8.07,4.09,67.61,4,0.312,161
37114,3.08,9.49,898.48,4,1.1861,37
37115,29.43,3.69,221.55,11,0.4634,952
37116,7.62,4.23,117.81,4,1.4098,473
37117,26.62,11.79,131.67,5,1.091,168
37118,14.59,7.42,674.42,8,2.8651,215
37119,62.08,8.62,544.51,12,0.9099,807
37120,1.5,2.26,132.02,4,1.6385,194
37121,159.9,13.88,149.97,10,0.6651,326
37122,3.07,3.94,277.83,3,3.0139,34
37123,31.09,2.39,21.75,10,0.3493,476
37124,11.3,11.73,77.53,8,2.6292,92
37125,8.5,6.4,372.89,5,2.6598,221
37126,59.72,13.41,56.06,8,1.4298,267
37127,8.23,3.85,243.96,6,0.3157,196
37128,10.21,7.56,489.43,2,2.039,281
37129,67.02,9.14,367.27,6,2.0207,239
37130,8.78,6.61,632.33,5,3.4484,85
37131,27.15,13.06,1085.46,6,2.6121,249
37132,4.2,13.74,778.73,4,1.7405,30
37133,8.53,7.36,301.35,6,2.3842,104
37134,49.58,9.88,279.33,7,0.3608,273
37135,0.87,1.25,21.29,3,7.2516,101
37136,7.22,9.05,106.95,4,5.2346,119
37137,15.55,9.69,109.07,6,1.1888,388
37138,51.36,8.77,702.65,5,0.6195,243
37139,7.74,5.96,120.22,4,3.3235,241
37140,8.18,6.83,259,5,1.2977,220
37141,5.2,9.12,299.13,5,3.6145,41
37142,36.91,11.26,50.7,6,1.4829,687
37143,11.08,4.9,287.18,4,0.9149,430
37144,16,2.28,89.61,6,0.4085,620
37145,2.44,7.58,63.66,4,1.448,28
37146,10.28,4.11,26.87,5,1.665,587
37147,5.91,5.52,167.34,4,3.7401,157
37148,0.53,1.77,116.5,5,5.5494,30
37149,52.49,13.42,466.2,6,0.5988,311
37150,12.43,7.04,487.57,5,0.197,163
37151,12.5,9.55,422.52,7,5.6075,57
37152,33.05,13.03,817.26,11,2.5329,172
37153,10,9.65,50.75,3,3.9866,48
37154,18.04,7.48,706.05,4,2.8027,108
37155,1.36,1.69,11.16,5,5.493,124
37156,2.51,3.67,33.87,6,0.6589,145
37157,7.53,5.72,93.31,3,2.1609,270
37158,45.22,4.06,367.4,14,0.6832,363
37159,17.32,10.01,365.89,5,1.7717,301
37160,1.97,2.6,73.7,5,0.5521,155
37161,23.09,12.37,1165.27,4,1.455,316
37162,4.04,1.61,9.52,6,4.1872,207
37163,3.39,12.16,1110.86,6,10.2953,44
37164,4.82,6.95,85.75,4,8.9651,139
37165,12.91,8.17,428.13,4,4.5222,168
37166,39.62,11.3,739.6,5,4.1596,242
37167,1.15,1.39,31.34,5,2.3401,137
37168,74.62,6.91,64.12,9,2.287,383
37169,2.89,9.6,672.74,4,1.0723,21
37170,9.87,4.49,173.33,5,2.4392,197
37171,3.62,10.45,159.17,3,10.851,72
37172,19.64,13.07,1038.75,6,0.2185,321
37173,52.32,12.01,620.21,8,0.8038,323
37174,10.44,3.3,32.12,9,1.6322,216
37175,0.48,2.72,111.91,6,21.3793,28
37176,2.39,4.16,22.85,3,4.4439,57
37177,10.73,10.5,375.1,3,0.5797,123
37178,4.04,6.27,380.35,10,10.2745,39
37179,0.63,6.26,329.66,4,16.0449,29
37180,7.34,6.13,474.81,6,0.1518,172
37181,17.31,7.7,555.57,6,0.1119,351
37182,28.39,7.47,37.74,6,0.3349,318
37183,22.27,7.58,240.14,6,0.8221,402
37184,2.26,1.39,127.21,5,1.1705,415
37185,11.69,5.04,48.41,9,1.7384,196
37186,16.92,5.39,174.5,5,0.9042,444
37187,37.26,12.2,642.32,4,1.0805,293
37188,30.62,11.54,439.92,5,1.5838,393
37189,8.54,2.04,36.63,6,2.8866,196
37190,5.17,1.49,129.36,10,1.8994,419
37191,34.14,9.14,179.08,5,0.3629,286
37192,28.17,11.49,678.33,6,0.1345,397
37193,3.66,1.52,14.51,6,0.3074,465
37194,9.47,5.16,73.96,4,3.5232,209
37195,1.97,2.76,134.61,5,2.0019,114
37196,5.3,8.06,607.32,6,6.5488,150
37197,5.98,4.2,179,4,2.4151,90
37198,12.14,10.47,414.62,7,2.0272,102
37199,6.99,5.5,260.85,6,2.939,304
37200,20.25,13.5,1249.9,5,1.1242,335
37201,17.59,9.89,78.22,6,0.0511,170
37202,11.44,12.08,108.78,4,7.6622,96
37203,18.56,7.09,32.36,9,7.2241,139
37204,3.06,3.88,90.83,6,2.251,93
37205,2.6,8.97,285.2,6,4.8057,56
37206,6.26,3.85,75.85,5,1.9664,209
37207,12.88,7.45,388.96,4,1.8693,154
37208,27.8,10.86,1046.22,8,2.1138,182
37209,10.35,7.46,317.2,6,1.408,240
37210,26.98,6.63,293.15,6,1.0238,349
37211,6.14,4.38,345.93,8,4.382,169
37212,1.42,5.48,67.25,6,5.1483,64
37213,16.75,6.61,336.03,4,2.2184,152
37214,33.51,10.89,239.13,5,1.8605,155
37215,74.87,13.04,80.76,9,0.7641,278
37216,8.21,8.73,164.27,5,3.4419,76
37217,1.1,1.7,111.56,3,3.2938,59
37218,7.47,7.36,178.95,3,7.7247,49
37219,1.55,1.16,77.63,5,3.5332,172
37220,14.51,1.07,37.14,17,0.9928,1157
37221,0.7,6.61,139.51,4,25.0113,25
37222,24.45,2.09,84.08,6,1.4982,861
37223,1.19,1.29,39.66,5,5.7851,154
37224,4.49,1.09,45.98,10,1.1244,399
37225,7.31,6.6,248.94,4,2.6007,216
37226,27.26,3.65,44.8,8,0.9265,915
37227,18.03,9.45,646.55,6,1.98,361
37228,14.02,6.34,160.12,5,4.3576,230
37229,5.89,7.23,91,4,0.4722,118
37230,31.29,10.67,770.7,6,4.5169,116
37231,7.83,9.09,749.17,4,3.9405,202
37232,1.54,5.94,545.88,3,1.5997,42
37233,14.76,7.91,389.88,5,0.4567,277
37234,4.55,1.74,10.64,5,1.133,174
37235,7.18,5.57,196.91,6,5.0192,122
37236,28.51,9.7,773.7,5,1.9575,219
37237,5.48,9.54,524.48,3,6.2211,54
37238,1.83,9.1,192.71,3,9.8024,34
37239,27.13,10.35,257.26,3,3.1406,123
37240,36.87,5.79,28.57,5,1.8109,535
37241,6.02,9.01,710.1,2,1.1681,88
37242,3.21,3.77,34.09,6,4.2689,123
37243,19.55,7,227.47,7,0.4479,247
37244,53.59,13.02,57.21,9,1.7815,453
37245,43.12,12.3,296.75,4,1.6072,240
37246,3.28,9.13,679.39,4,12.3848,24
37247,48.94,10.76,120.48,6,1.3751,110
37248,108.31,11.22,159.63,8,0.3576,506
37249,25.99,12.48,72.75,4,2.6951,145
37250,8.57,3.59,271.6,4,2.7308,322
37251,5.55,5.52,318.57,7,5.0176,136
37252,64.11,10.52,574.57,7,0.2169,300
37253,4.03,2.13,200.61,5,1.5465,321
37254,0.34,2.13,56.84,4,13.8782,30
37255,22.59,12.76,691.09,4,0.321,241
37256,9.36,6.42,269.73,3,5.3384,183
37257,14.02,9.53,90.68,4,2.5881,80
37258,26.83,13.36,135.26,17,4.0639,95
37259,33.72,5.44,246.38,9,2.4599,272
37260,2.38,4.7,339.55,5,4.2324,80
37261,11.15,2.88,30.49,5,2.8824,306
37262,8.36,7.56,719.01,5,5.1301,180
37263,0.37,2.39,93.38,3,31.26,10
37264,8.98,8.33,52.8,4,4.1125,94
37265,1.55,4.08,371.67,4,10.4434,23
37266,13.4,4.65,209.41,3,1.9942,313
37267,133.81,10.56,90.85,15,0.0956,853
37268,1.77,3.71,33.65,4,0.6517,44
37269,33.94,11.09,137.06,9,1.841,280
37270,11.56,7.85,353.93,5,2.0828,101
37271,22.7,11.42,528.04,3,1.6642,144
37272,16.47,13.8,405.95,14,7.7189,65
37273,15.4,2.65,185.74,11,1.0349,509
37274,9.83,12.51,871.15,3,0.477,42
37275,12.55,9.17,618.78,5,1.7882,105
37276,0.69,2.22,25.43,4,3.3604,59
37277,64.35,10.32,205.63,7,1.4783,328
37278,31.93,12.72,815.4,3,0.42,253
37279,29.33,10.52,481.97,6,2.2495,293
37280,15.08,11.72,516.44,9,5.526,149
37281,10.2,4,17.44,4,2.1995,351
37282,2.83,5.75,365.21,5,8.3988,88
37283,48.81,10.57,51.69,8,1.5873,74
37284,7.98,3.81,26.75,4,0.974,176
37285,0.65,8.16,175.47,3,57.4662,8
37286,1.89,1.48,47.26,6,6.5281,100
37287,18.59,13.93,170.61,5,2.4792,213
37288,37.54,7.18,530.85,5,0.3715,248
37289,4.54,5.32,56.89,3,2.525,101
37290,17.37,12.09,619.02,3,5.0575,248
37291,42.19,10.93,168,5,3.2387,354
37292,8.32,6.22,163.15,4,2.2633,194
37293,2.88,5.12,168.68,4,2.0821,39
37294,8.26,6.31,327.9,5,3.8315,85
37295,11.75,9.13,184.65,4,2.6494,274
37296,15.21,9.1,635.06,5,1.5547,193
37297,22.37,8.14,539.14,3,0.0554,279
37298,1.43,1.79,158.1,5,5.7692,153
37299,109.36,10.63,793.94,9,1.2521,238
37300,30.62,8.67,507.31,5,0.4228,513
37301,2.41,3.8,322.77,4,12.0095,34
37302,2.34,4.22,416.44,3,1.0549,40
37303,4.16,2.32,91.25,5,3.1697,241
37304,10.24,9.22,93.85,4,3.7049,172
37305,3.1,8.04,623.17,4,15.5898,32
37306,2.02,5.1,416.2,9,15.8827,37
37307,41.95,6.59,602.11,15,0.4972,446
37308,21.55,8.57,39.2,6,2.7221,190
37309,36.48,11.88,666.99,6,3.4716,336
37310,24.23,12.27,320.25,15,5.0128,174
37311,20.88,11.57,127.2,4,3.1246,118
37312,5.33,11.93,1048.8,6,0.2514,136
37313,7.11,7.31,122.29,4,5.1568,198
37314,14.8,5.38,41.45,4,0.3659,202
37315,21.43,13.72,223.13,4,1.7424,157
37316,1.67,4.37,138.69,5,9.6794,95
37317,13.46,10.75,462.86,4,5.4333,170
37318,0.69,3.62,157.04,4,7.7516,20
37319,7.63,12.27,295.54,5,1.3136,102
37320,24.8,3.62,22.93,9,0.4695,285
37321,74.71,7.87,521.27,11,0.1645,949
37322,22.76,9.88,220.92,7,1.7172,305
37323,1.02,1.12,80.76,3,2.2333,200
37324,18.29,12.4,527.48,4,2.5146,126
37325,8.31,13.35,165.98,6,5.2195,138
37326,3.79,5.43,301.17,3,6.1407,57
37327,17.43,1.55,18.81,11,0.4761,680
37328,13.4,7.65,379.46,4,2.472,390
37329,1.31,4.01,109.96,4,3.4728,33
37330,3.94,2.07,40.98,12,1.7304,71
37331,4.55,4.29,28.79,5,3.0876,176
37332,39.63,4.16,188.74,12,1.2538,448
37333,13.36,10.24,537.44,3,4.8985,91
37334,104.94,13.12,67.47,7,0.5249,640
37335,15.22,9.11,520.89,4,0.8818,144
37336,12.76,8.6,812.8,5,3.977,232
37337,99.75,11.02,518.44,7,0.1713,474
37338,26.49,7.32,491.5,12,0.3421,188
37339,5.8,2.2,119.65,4,2.1757,466
37340,29.21,2.55,12.45,16,0.6296,563
37341,26.05,12.22,623.53,5,2.0631,462
37342,4.18,4.38,88.99,5,3.6129,69
37343,3.48,6.61,294.51,4,6.5236,83
37344,1.73,7.14,177.71,6,13.1095,38
37345,2.12,1.86,49.05,5,4.2721,88
37346,5.91,7.63,409.96,4,5.8453,116
37347,10.15,5.5,85.41,3,2.8287,100
37348,16.29,4.81,159.83,8,0.9034,107
37349,22.81,10.94,782.35,5,1.2956,373
37350,11.56,7.02,156.9,5,0.7068,213
37351,11.04,12.9,370.99,4,7.801,136
37352,9.84,9.95,445.72,4,1.7576,186
37353,3.44,11.21,787.21,4,16.1037,45
37354,5.57,2.03,14.06,4,2.1589,224
37355,51.49,11.06,548.6,9,1.1851,70
37356,6.01,3.36,260.87,16,0.6597,49
37357,6.38,1.25,89.28,5,0.0478,391
37358,0.83,7.73,547.08,4,11.6549,38
37359,2.42,7.71,737.19,5,10.3663,60
37360,41.87,8.12,382.32,9,1.7768,167
37361,2.26,1.11,37.95,10,3.8814,156
37362,5.86,12.01,652.7,10,0.996,85
37363,2.5,2.39,231.64,5,0.1519,365
37364,8.84,8.79,422.81,6,3.793,189
37365,19.27,11.76,78.1,3,3.9164,269
37366,47.75,13.68,816.3,8,1.0815,578
37367,37.09,11.28,423,4,0.6547,299
37368,18.56,13.14,212.79,3,2.7473,270
37369,16.51,7.66,396.73,5,0.3725,128
37370,12.9,12.52,1188.41,2,4.8464,184
37371,22.23,5.24,228.4,7,2.2913,155
37372,2.25,13.69,1289.54,6,1.1752,33
37373,3.44,1.24,6.71,6,3.6104,166
37374,3.31,6.02,532.75,4,1.3845,81
37375,2.07,8.36,659.02,3,12.536,20
37376,4.8,10.53,145.96,3,8.6407,66
37377,4.85,12,71.48,6,9.5249,77
37378,114.22,8.51,761.54,8,1.0112,534
37379,1.92,4.48,23.4,5,6.5665,54
37380,20.97,6.68,266.12,3,2.1171,154
37381,2.82,1.79,7.63,4,1.835,142
37382,13.33,7.22,188.9,6,0.1365,358
37383,3.61,3.04,276.24,6,0.6902,238
37384,13.7,11.53,1110.66,5,2.4052,102
37385,9.51,12.36,1213.44,3,12.2286,97
37386,43.25,9.5,229.08,7,0.1568,375
37387,17.79,13.87,634.98,4,0.8004,211
37388,8.71,12.7,125.2,4,5.7582,52
37389,4.3,3.5,70.08,4,1.9949,126
37390,32.56,10.86,874.44,5,4.9539,139
37391,0.9,3.05,224.31,5,3.196,67
37392,56.77,13.25,164.85,6,0.1607,468
37393,6.67,5.41,73.28,6,1.7895,189
37394,36.8,13.54,70.61,5,0.2081,260
37395,4.35,6.91,606.4,4,5.3887,103
37396,10.36,8.66,150.39,5,2.8955,181
37397,82.02,10.47,70.82,11,0.2496,491
37398,2.04,1.79,70.71,4,3.409,190
37399,17.27,8.16,90.06,3,1.792,174
37400,65.56,5,210.33,8,0.9029,636
37401,1.03,3.55,290.01,5,15.8776,56
37402,1.13,5.95,475.6,4,7.0511,21
37403,19.41,6.68,53.68,4,1.6954,454
37404,32.37,6.39,304.96,5,2.3098,142
37405,0.58,4.45,62.95,4,4.0953,28
37406,18.83,12.5,348.21,10,0.6335,145
37407,10.36,12.57,75.93,7,3.9081,70
37408,15.57,7.89,618.45,4,2.3932,399
37409,10.97,5.27,248.64,4,2.499,119
37410,2.75,4.24,175.18,8,22.0219,36
37411,23.86,9.1,603.31,7,1.5095,162
37412,3.84,12.87,156.25,5,15.1781,50
37413,1.76,3.56,289.11,5,4.394,62
37414,4.27,4.31,298.09,5,1.9845,97
37415,16.34,9.95,640.82,7,1.9221,130
37416,14.66,10.58,59.3,4,1.7865,151
37417,10.98,9.67,252.79,11,0.5284,42
37418,6.72,3.01,63.73,4,0.3557,523
37419,17.2,12.46,95.85,4,0.7636,134
37420,3.64,3.66,203.37,6,7.864,26
37421,14.28,3.73,89.48,4,1.333,144
37422,1.04,3.78,137.59,5,3.9434,54
37423,1.14,4.3,211.43,4,12.5763,41
37424,6.59,4.78,81.04,3,5.3788,215
37425,17.56,10.7,500.17,4,2.8497,258
37426,0.44,4.56,25.78,3,15.5864,17
37427,23.38,4.58,87.01,6,3.3023,366
37428,5.05,5.52,376.97,5,1.6775,193
37429,0.75,5.92,182.77,5,11.4219,16
37430,12.9,5.64,118.08,5,0.6675,336
37431,3.42,3.02,92.99,4,0.5232,162
37432,15.83,10.15,153.96,3,0.1801,145
37433,6.49,1.28,65.6,5,0.7589,566
37434,14.09,2.33,163.36,12,0.4877,277
37435,21.48,13.09,109.85,4,1.9691,139
37436,0.36,1.1,23.59,4,2.659,28
37437,1.21,8.89,426.61,4,9.4638,20
37438,11.63,5,20.24,4,1.8689,309
37439,6.67,2.86,134.97,10,0.2757,214
37440,1.3,1.15,109.72,5,9.2077,108
37441,23.58,13.07,992.22,5,1.4226,346
37442,37.33,11.44,1016.73,9,1.7499,103
37443,9.77,5.44,106.79,6,1.6068,271
37444,6.77,13.03,1229.13,6,5.6438,19
37445,7.93,12.77,570.27,3,1.4586,81
37446,47.63,12.87,561.14,7,0.3304,132
37447,9.74,2.86,195.87,5,1.1981,97
37448,61.84,11.61,494.88,9,1.5877,153
37449,1.94,7.1,84.21,6,5.7604,62
37450,1.42,2.1,68.57,5,5.102,132
37451,11.7,7.25,416.62,6,2.0219,267
